부품명,Part No,제목,정리,부품체계_1,부품체계_2,부품체계_3,data,target,target_빈도,data_len,predict
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200200030) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200200030) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200200030) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200200030) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200200030) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200200030) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_PAINT PROBLEM (K200801552) 319479,PAINT PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장이물,97,6,도장이물
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_PAINT PROBLEM (K200801552) 318945,PAINT PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장이물,97,6,도장이물
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_PAINT PROBLEM (K200801552) 318945,PAINT PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장이물,97,6,도장이물
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_PAINT PROBLEM (K200801552) 318945,PAINT PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장이물,97,6,도장이물
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_PAINT PROBLEM (K200801552) 318397,PAINT PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장이물,97,6,도장이물
GARNISH ASSY-TAILGATE,87370-M0000RHM,PLAKOR ASAN_GARNISH ASSY-TAILGATE_PAINT PROBLEM (K200801552) 318397,PAINT PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장이물,97,6,도장이물
GARNISH ASSY-TAILGATE,87370-M0000RHM,(GX346) GARNISH ASSY-TAILGATE - SCRATCH UNDER CLEAR COAT,SCRATCH,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,SCRATCH TRIM EXTERIOR TRIMS 가니쉬테일게이트,스크래치,892,5,스크래치
GARNISH ASSY-TAILGATE,87370-M0000RHM,(GX344) GARNISH ASSY-TAILGATE - DENT_R20200811TF14,DENT,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DENT TRIM EXTERIOR TRIMS 가니쉬테일게이트,덴트,204,5,덴트
UNIT ASSY-RR VIEW CAMERA,99240-D9000,LINE FUNCTION PROBLEM (IQR-2020-064),FUNCTION PROBLEM,ELECTRICAL,PARTS FOR ELECTRIC CAR,유닛_뷰카메라,FUNCTION PROBLEM ELECTRICAL PARTS FOR ELECTRIC CAR 유닛뷰카메라,와이어불량,1,8,노이즈
KEY SET,81905-J0080,HC KEY SET WRONG SUB-PART ASSEMBLED,WRONG SUBPART ASSEMBLED,TRIM,LOCKS & OPENING LINKS,키셋,WRONG SUBPART ASSEMBLED TRIM LOCKS OPENING LINKS 키셋,서브파트이종,32,8,서브파트이종
KEY SET,81905-H5240,(HI232) KEY SET - LOCKING INOP - IGN SWITCH LEVER SHAPE FAULT,INOP SHAPE FAULT,TRIM,LOCKS & OPENING LINKS,키셋,INOP SHAPE FAULT TRIM LOCKS OPENING LINKS 키셋,휨,619,8,웰딩프레스불량
KEY SET,81905-H5240,(HI184) KEY SET  -  LOCKING INOP (W43),INOP,TRIM,LOCKS & OPENING LINKS,키셋,INOP TRIM LOCKS OPENING LINKS 키셋,작동불량,381,6,작동불량
KEY SET,81905-H5240,(HI184) KEY SET  -  LOCKING INOP (W13) (1),INOP,TRIM,LOCKS & OPENING LINKS,키셋,INOP TRIM LOCKS OPENING LINKS 키셋,작동불량,381,6,작동불량
KEY SET,81905-H5240,(HI184) KEY SET  -  LOCKING INOP (W13),INOP,TRIM,LOCKS & OPENING LINKS,키셋,INOP TRIM LOCKS OPENING LINKS 키셋,작동불량,381,6,작동불량
GARNISH ASSY-TAILGATE,87370-M0000RHM,(GX282) GARNISH ASSY-TAILGATE - POLLUTION UNDER PAINT_304619,POLLUTION PAINT,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,POLLUTION PAINT TRIM EXTERIOR TRIMS 가니쉬테일게이트,오염,613,6,오염
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER SHORT STRIP (K200900292) ,SHORT,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,SHORT TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드짧음,25,5,패드짧음
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER SHORT STRIP (K200900292) ,SHORT,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,SHORT TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드짧음,25,5,패드짧음
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER SHORT STRIP (K200900292) ,SHORT,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,SHORT TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드짧음,25,5,패드짧음
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER SHORT STRIP (K200900292) ,SHORT,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,SHORT TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드짧음,25,5,패드짧음
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900861) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200101152) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200101152) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200101152) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200101152) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200101152) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200101152) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200101152) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_PAINT PROBLEM (K200901700) 319453,PAINT PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장이물,97,6,도장이물
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_PAINT PROBLEM (K200901700) 318957,PAINT PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장이물,97,6,도장이물
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_PAINT PROBLEM (K200901700) 318957,PAINT PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장이물,97,6,도장이물
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_PAINT PROBLEM (K200901700) 318466,PAINT PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장이물,97,6,도장이물
GARNISH ASSY-TAILGATE,87370-M0000U4G,PLAKOR ASAN_GARNISH ASSY-TAILGATE_PAINT PROBLEM (K200901700) 318466,PAINT PROBLEM,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,PAINT PROBLEM TRIM EXTERIOR TRIMS 가니쉬테일게이트,도장이물,97,6,도장이물
KEY SET,81905-H5240,(HI184) KEY SET  -  LOCKING INOP (W04),INOP,TRIM,LOCKS & OPENING LINKS,키셋,INOP TRIM LOCKS OPENING LINKS 키셋,작동불량,381,6,작동불량
GARNISH ASSY-TAILGATE,87370-M0000U4G,(GX282) GARNISH ASSY-TAILGATE - POLLUTION UNDER PAINT_R20200627TA05,POLLUTION PAINT,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,POLLUTION PAINT TRIM EXTERIOR TRIMS 가니쉬테일게이트,오염,613,6,오염
KEY SET,81905-H5240,(HI184) KEY SET  -  LOCKING INOP,INOP,TRIM,LOCKS & OPENING LINKS,키셋,INOP TRIM LOCKS OPENING LINKS 키셋,작동불량,381,6,작동불량
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0000W4Y,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900691) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0520MZH,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900380) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0520MZH,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900380) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0520MZH,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900380) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0520MZH,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900380) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0520MZH,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900380) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
GARNISH ASSY-TAILGATE,87370-M0520MZH,PLAKOR ASAN_GARNISH ASSY-TAILGATE_RUBBER PAD DETACHING (K200900380) ,DETACHING,TRIM,EXTERIOR TRIMS,가니쉬_테일게이트,DETACHING TRIM EXTERIOR TRIMS 가니쉬테일게이트,패드이탈,463,5,패드이탈
