data,encoded_target
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
FUNCTION PROBLEM ELECTRICAL LAMPS 램프콤비네이션인사이드,13
FUNCTION PROBLEM ELECTRICAL LAMPS 램프콤비네이션인사이드,13
ASSEMBLY PROBLEM ELECTRICAL LAMPS 램프콤비네이션인사이드,14
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
이종 TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,2
APPEARANCE PROBLEM ELECTRICAL LAMPS 램프콤비네이션인사이드,6
FUNCTION PROBLEM ELECTRICAL LAMPS 램프콤비네이션인사이드,8
EXCESS MATERIAL TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,46
DEFORMATION TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,38
BUBBLE TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,30
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
PIMPLE TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,30
DAMAGE TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,11
BUBBLE TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,30
BUBBLE TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,30
EXTRA PART ELECTRICAL LAMPS 램프콤비네이션인사이드,14
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,38
BURR TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,48
IMPURITY ELECTRICAL LAMPS 램프콤비네이션아웃사이드,6
DEFORMATION BUBBLE MOLDING TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,30
DEFORMATION BUBBLE MOLDING TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,30
NOT COMPLETED ASSEMBLY ELECTRICAL LAMPS 램프콤비네이션아웃사이드,5
ADHESIVE PROBLEM MISSING GLUE TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,5
ADHESIVE PROBLEM MISSING GLUE TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,5
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
SUBPART SUBPART TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,43
INOP ELECTRICAL LAMPS 램프콤비네이션아웃사이드,34
INOP ELECTRICAL LAMPS 램프콤비네이션아웃사이드,13
SPEC ELECTRICAL LAMPS 램프콤비네이션아웃사이드,38
FOREIGN OBJECT ELECTRICAL LAMPS 램프콤비네이션아웃사이드,9
MIXED PART TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,2
ADHESIVE PROBLEM MISSING GLUE TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,5
ADHESIVE PROBLEM MISSING GLUE TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,5
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
SCRATCH TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DENT TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
DIMENSION PROBLEM ELECTRICAL LAMPS 램프콤비네이션아웃사이드,38
TOUCH ELECTRICAL LAMPS 램프콤비네이션아웃사이드,38
FUNCTION PROBLEM ELECTRICAL LAMPS 램프콤비네이션아웃사이드,13
DENT DIMPLE TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,6
SCRATCH PART TRIM EXTERIOR TRIMS 글라스몰딩쿼터픽스드,23
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
MISSING TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,5
DUST PARTICLE ELECTRICAL LAMPS 램프콤비네이션아웃사이드,9
DEFECT INJECTION MOLDING TRIM EXTERIOR TRIMS 웨더스트립사이드글라스,19
DEFECT INJECTION MOLDING TRIM EXTERIOR TRIMS 웨더스트립사이드글라스,19
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DAMAGE TRIM EXTERIOR TRIMS 가니쉬쿼터픽스드,11
DEFORMATION TRIM EXTERIOR TRIMS 가니쉬A필라,69
DEFORMATION TRIM EXTERIOR TRIMS 가니쉬A필라,10
PART WAVY TRIM EXTERIOR TRIMS 가니쉬A필라,6
DEFORMATION TRIM EXTERIOR TRIMS 가니쉬A필라,69
DEFORMATION TRIM EXTERIOR TRIMS 가니쉬A필라,10
ASSEMBLY PROBLEM TRIM SEAT FRONT 시트,38
FUNCTION PROBLEM TRIM SEAT FRONT 시트,13
DAMAGE TRIM SEAT FRONT 시트사이드,11
ASSEMBLY PROBLEM TRIM SEAT FRONT 시트사이드,38
SUBPART PROBLEM TRIM SEAT FRONT 시트벨트,5
ASSEMBLY PROBLEM TRIM SEAT FRONT 시트,38
DAMAGE TRIM SEAT FRONT 시트,11
WRONG PART TRIM SEAT FRONT 쉴드커버시트아웃터,2
SHORTAGE TRIM SEAT FRONT 커버탑,4
SUBPART PROBLEM ELECTRICAL LAMPS 램프콤비네이션아웃사이드,36
INOP ELECTRICAL LAMPS 램프콤비네이션아웃사이드,13
SHORTAGE TRIM SEAT FRONT 인서트와이어사이드,4
SHORTAGE TRIM SEAT FRONT 인서트와이어사이드,4
SHORTAGE TRIM SEAT FRONT 인서트와이어사이드,4
SHORTAGE TRIM SEAT FRONT 패드시트쿠션,4
WRONG PART TRIM SEAT FRONT 트림FC,2
SCRATCH TRIM SEAT FRONT 트림FC,23
WRONG PART TRIM SEAT FRONT 커버링시트백커버,2
LEAK ELECTRICAL LAMPS 램프콤비네이션인사이드,55
MOLD DEFECT ELECTRICAL LAMPS 램프콤비네이션인사이드,19
WRONG PART TRIM SEAT FRONT 트림FC,2
웰딩 프레스 PROBLEM TRIM SEAT FRONT 베이스,66
웰딩 프레스 PROBLEM TRIM SEAT FRONT 베이스,66
ASSEMBLY PROBLEM TRIM SEAT FRONT 베이스,38
PLATING PAINTING PROBLEM TRIM SEAT FRONT 베이스,65
MOLD DEFECT ELECTRICAL LAMPS 램프콤비네이션인사이드,19
MISSING SUBPART TRIM SEAT FRONT 프레임시트백,5
WRONG CUTTING TRIM SEAT FRONT 패드시트백,25
SHORTAGE TRIM SEAT FRONT 패드시트백,4
SHORTAGE TRIM SEAT FRONT 패드시트백,4
MISSED ELECTRICAL LAMPS 램프콤비네이션인사이드,5
CUT DAMAGE TRIM SEAT FRONT 커버링시트백커버,6
SH TRIM SEAT FRONT 패드시트백,4
TORN TRIM SEAT FRONT 커버링시트백커버,47
MOLD DEFECT ELECTRICAL LAMPS 램프콤비네이션인사이드,19
BROKEN SUBPART TRIM SEAT FRONT 프레임,11
NOT TRIM SEAT FRONT 가이드,13
BURNED ELECTRICAL LAMPS 램프사이드리피터,13
BURNED ELECTRICAL LAMPS 램프사이드리피터,13
SHORTAGE TRIM SEAT FRONT 풋커버,4
SHORTAGE TRIM SEAT FRONT 슬리브논로킹,4
MISSING TRIM SEAT FRONT 시트벨트,12
NOISE TRIM SEAT FRONT 시트벨트,17
QR CANNOT READ TRIM SEAT FRONT 시트벨트,18
IMPURITY ELECTRICAL LAMPS 램프사이드리피터,6
SUBPART PROBLEM TRIM SEAT FRONT 시트벨트,5
SUBPART PROBLEM TRIM SEAT FRONT 시트벨트,5
SUBPART PROBLEM TRIM SEAT FRONT 시트벨트,5
SUBPART PROBLEM TRIM EXTERIOR TRIMS 씰스트립후드,5
SUBPART PROBLEM TRIM EXTERIOR TRIMS 씰스트립후드엔드,5
SUBPART PROBLEM TRIM EXTERIOR TRIMS 씰스트립후드엔드,5
SUBPART PROBLEM TRIM SEAT FRONT 시트사이드,5
SUBPART PROBLEM TRIM SEAT FRONT 시트벨트,36
PART ABNORMAL NOISE TRIM SEAT FRONT 시트벨트,17
BURNED ELECTRICAL LAMPS 램프사이드리피터,13
MALFUNCTION TRIM SEAT FRONT 시트벨트,13
BURNED ELECTRICAL LAMPS 램프사이드리피터,13
BURNED ELECTRICAL LAMPS 램프사이드리피터,13
BURNED ELECTRICAL LAMPS 램프사이드리피터,13
INOP ELECTRICAL LAMPS 램프사이드리피터,36
STUCK CANNOT MOVE TRIM LOCKS OPENING LINKS 랫치엑츄에이터도어,13
NOT TRIM LOCKS OPENING LINKS 랫치엑츄에이터도어,13
ERROR TRIM LOCKS OPENING LINKS 랫치엑츄에이터도어,13
OPENED TRIM LOCKS OPENING LINKS 랫치엑츄에이터도어,13
FUNCTION PROBLEM TRIM LOCKS OPENING LINKS 랫치엑츄에이터도어,13
MECHANISM NOT WORKING TRIM LOCKS OPENING LINKS 랫치엑츄에이터도어,13
MECHANISM NOT WORKING TRIM LOCKS OPENING LINKS 랫치엑츄에이터도어,13
CLOSED OPENED TRIM LOCKS OPENING LINKS 랫치엑츄에이터도어,18
FUNCTION PROBLEM TRIM LOCKS OPENING LINKS 랫치엑츄에이터도어,13
WORKING NOISY TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,17
WORKING NOISY TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,17
ABNORMAL NOISE TRIM SEAT FRONT 시트벨트,17
WRONG ASSEMBLED TRIM SEAT FRONT 시트벨트,2
SCAN TRIM SEAT FRONT 시트벨트,18
WRONG TRIM SEAT FRONT 시트벨트,41
NOISE TRIM SEAT FRONT 시트벨트,17
리턴 불량 TRIM SEAT FRONT 시트벨트,13
MISSING TRIM SEAT FRONT 시트벨트,5
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
NOISE TRIM SEAT FRONT 버클시트,17
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
INOPERATIVE TRIM SEAT FRONT 시트벨트,13
DAMAGED DENT TRIM SEAT FRONT 시트벨트,23
ABNORMAL NOISE ROTATION TRIM SEAT FRONT 시트벨트,17
ABNORMAL NOISE ROTATION TRIM SEAT FRONT 시트벨트,17
ABNORMAL NOISE ROTATION TRIM SEAT FRONT 시트벨트,17
ABNORMAL NOISE ROTATION TRIM SEAT FRONT 시트벨트,17
ABNORMAL NOISE ROTATION TRIM SEAT FRONT 시트벨트,17
ABNORMAL NOISE ROTATION TRIM SEAT FRONT 시트벨트,17
ABNORMAL NOISE ROTATION TRIM SEAT FRONT 시트벨트,17
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
MISSING SUBPART TRIM INTERIOR TRIMS 선바이저,5
JAMMS SHARP BURR TRIM SEAT FRONT 시트벨트,48
DOES NOT TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,13
ABNORMAL NOISE TRIM SEAT FRONT 시트벨트,17
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD DAMAGE WELD NUT MISALIGNMENT TRIM SEAT FRONT 시트벨트,34
SCRATCH TRIM SEAT FRONT 시트벨트,23
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
ABNORMAL NOISE ROTATION TRIM SEAT FRONT 시트벨트,17
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
DAMAGE TRIM SEAT FRONT 시트벨트,23
MISSING TRIM SEAT FRONT 시트벨트ELR,5
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
PART STUCK MOVING DIFFICULT TRIM SEAT FRONT 하이트어드져스트시트벨트,13
PART BROKEN TRIM SEAT FRONT 하이트어드져스트시트벨트,11
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
SHORTAGE TRIM SEAT REAR 커버인사이드아웃터,4
DETACHING TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,36
SHORTAGE TRIM SEAT REAR 커버인사이드인너쿠션,4
DETACHING TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,36
SHORTAGE TRIM SEAT REAR 후크시트쿠션,4
SHORTAGE TRIM SEAT REAR 후크시트쿠션,4
DETACHING TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,36
DETACHING TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,36
MACHINING PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,10
FUNCTION PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,13
EFFORT POWER TRAIN CHASSISETC STEERING SYSTEM 스티어링휠,13
BSR POWER TRAIN CHASSISETC STEERING SYSTEM 스티어링휠,17
WRONG ARRANGEMENT POWER TRAIN CHASSISETC STEERING SYSTEM 스티어링휠,17
CONTAMINATION GLUE TRIM SEAT REAR 프레임시트백,24
SH TRIM SEAT REAR 서포트와이어시트백,4
STITCH PEELOFF DAMAGE CONTAMINATIONS TRIM SEAT REAR 커버링시트백커버,70
EFFORT TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,11
MISSING SUBPART ENGINE INTAKE/EXHAUST SYSTEM 스테이WCC어퍼,5
SHORTAGE TRIM SEAT REAR 커버링시트백커버,4
SCRATCH TRIM SEAT REAR 커버링시트백커버,23
LOCKED NOT WORKING TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,13
PART MISSING TRIM SEAT REAR 프레임시트백,5
LOCKED TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,13
FIXING WRONG SHAPE TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,10
 TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,13
NOT WORKING STRUCK TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,13
CONTAMINATION TRIM SEAT REAR 프레임시트백,24
PART NOT WORKING TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,13
FIXING WRONG SHAPE TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,10
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
BROKEN TRIM SEAT REAR 와이어링시트쿠션,11
MALFUNCTION TRIM SEAT REAR 시트벨트ELR,13
MALFUNCTION TRIM SEAT REAR 시트벨트ELR,13
MALFUNCTION TRIM SEAT REAR 시트벨트ELR,13
MALFUNCTION TRIM SEAT REAR 시트벨트ELR,13
MALFUNCTION TRIM SEAT REAR 시트벨트ELR,13
MALFUNCTION TRIM SEAT REAR 시트벨트ELR,13
POLLUTION TRIM SEAT REAR 시트벨트ELR,24
JAMMING POLLUTION TRIM SEAT REAR 시트벨트ELR,24
JAMMING POLLUTION TRIM SEAT REAR 시트벨트ELR,24
JAMMING POLLUTION TRIM SEAT REAR 시트벨트ELR,24
DAMAGE TRIM SEAT REAR 시트벨트ELR,23
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
MISSING TRIM SEAT REAR 시트벨트CLR,5
작동불량 TRIM SEAT REAR 시트벨트ELR,13
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
MALFUNCTION TRIM SEAT REAR 시트벨트ELR,13
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
DAMAGE TRIM SEAT REAR 시트벨트ELR,23
WRONG PART TRIM SEAT REAR 시트벨트ELR,2
NOT POSSIBLE ASSEMBLE TRIM SEAT REAR 시트벨트ELR,34
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
WRONG POSITION TRIM SEAT REAR 시트벨트ELR,34
DAMAGE TRIM SEAT REAR 시트벨트ELR,23
WRONG PART TRIM SEAT REAR 시트벨트ELR,2
DAMAGE TRIM SEAT REAR 시트벨트ELR,23
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
THREAD PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,25
DAMAGE TRIM SEAT REAR 시트벨트ELR,23
SCRATCH TRIM SEAT REAR 시트벨트ELR,23
SCRATCH TRIM SEAT REAR 시트벨트ELR,23
SCRATCH TRIM SEAT REAR 시트벨트ELR,23
MALFUNCTION TRIM SEAT REAR 시트벨트ELR,13
SCRATCH TRIM SEAT REAR 시트벨트CLR,23
리턴불가 TRIM SEAT REAR 시트벨트ELR,13
CRACKED TRIM SEAT REAR 시트벨트ELR,11
DAMAGE TRIM SEAT REAR 시트벨트ELR,23
WRONG PART TRIM SEAT REAR 시트벨트ELR,2
PART DAMAGED TRIM SEAT REAR 시트벨트ELR,6
DETACHING TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,36
DAMAGE PART TRIM SEAT REAR 시트벨트ELR,23
DAMAGE TRIM SEAT REAR 시트벨트ELR,23
DETACHING TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,36
DETACHING TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,36
DIMENSION PROBLEM TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,10
MISSING TRIM SEAT REAR 버클시트,5
FAILURE TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,13
DETACHING TRIM LOCKS OPENING LINKS 랫치액츄에이터도어,36
POLLUTION TRIM SEAT REAR 시트벨트ELR,24
STAIN TRIM LOCKS OPENING LINKS 랫치도어,24
DAMAGE TRIM SEAT REAR 시트벨트ELR,23
DAMAGE TRIM SEAT REAR 시트벨트ELR,23
DEFORMATION TRIM SEAT REAR 시트벨트ELR,38
DEFORMATION TRIM SEAT REAR 시트벨트ELR,38
SUBPART PROBLEM TRIM LOCKS OPENING LINKS 랫치후드,5
CRACK TRIM SEAT REAR 시트벨트ELR센터,11
CRACK TRIM SEAT REAR 시트벨트ELR센터,11
WRONG PART TRIM LOCKS OPENING LINKS 랫치후드,2
